ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
10354,Male,40,47,24,2,55,4,West Virginia,Insurance Broker
10355,Male,52,47,78,5,141,6,Kansas,Paramedic
10356,Male,59,59,48,2,103,9,West Virginia,Chef Manager
10357,Male,46,67,40,5,94,5,Delaware,Project Manager
10358,Male,25,87,62,6,98,5,Nebraska,Call Center Representative
10359,Male,38,86,10,4,162,2,West Virginia,Pharmacist
10360,Male,67,52,14,6,67,3,South Carolina,Restaurant Manager
10361,Male,35,48,16,3,168,2,West Virginia,Cook
10362,Male,21,125,17,2,141,9,Washington,Service Supervisor
10363,Male,73,61,38,4,137,9,New York,Executive Director
10364,Male,67,98,30,2,86,2,New Hampshire,Bookkeeper
10365,Male,48,43,19,6,56,8,Texas,Steward
10366,Male,16,115,28,2,82,1,Texas,Clerk
10367,Male,61,121,63,5,53,4,Colorado,Pharmacist
10368,Male,51,79,16,2,143,8,North Dakota,Lecturer
10369,Male,76,65,37,5,64,9,New Hampshire,Restaurant Manager
10370,Male,45,110,5,6,183,6,New York,Audiologist
10371,Male,30,125,28,6,137,5,New Jersey,Steward
10372,Male,76,50,3,6,178,4,New York,Food Technologist
10373,Male,18,81,14,4,184,7,New York,Accountant
10374,Male,41,96,74,6,125,1,Connecticut,Webmaster
10375,Male,33,61,63,4,87,3,Maryland,Steward
10376,Male,21,76,72,5,130,7,Mississippi,Assistant Buyer
10377,Male,23,69,81,4,189,3,New Hampshire,Steward
10379,Male,78,65,40,5,185,9,New York,Bellman
10380,Male,28,64,56,2,110,9,Indiana,Doctor
10381,Male,75,98,63,2,76,1,New York,Biologist
10382,Male,73,51,37,3,172,8,Massachusetts,Restaurant Manager
10383,Male,42,68,69,5,150,1,New York,Machine Operator
10384,Male,37,92,12,3,149,3,Colorado,Health Educator
10385,Male,44,59,2,4,175,1,Nevada,Accountant
10386,Male,77,60,72,4,123,6,Massachusetts,Project Manager
10387,Male,58,109,87,2,116,3,Oregon,HR Specialist
10388,Male,25,85,62,4,131,2,Pennsylvania,Designer
10389,Male,25,43,39,2,172,1,Florida,Call Center Representative
10390,Male,39,93,11,4,80,7,Delaware,Service Supervisor
10391,Male,76,120,71,5,118,4,West Virginia,Designer
10392,Male,31,107,30,5,182,6,Illinois,Operator
10393,Male,44,74,16,4,77,5,New York,Associate Professor
10394,Male,68,80,9,2,152,3,Delaware,Call Center Representative
10395,Male,44,98,69,4,174,6,Texas,Webmaster
10396,Male,34,81,55,5,70,5,Kentucky,Cashier
10397,Male,17,70,76,2,124,7,South Dakota,Designer
10398,Male,31,104,24,6,181,8,New Jersey,Software Engineer
10399,Male,29,121,73,5,136,4,New York,Ambulatory Nurse
10401,Male,74,48,59,5,102,5,Virginia,Global Logistics Supervisor
10402,Male,70,42,71,6,153,2,West Virginia,Project Manager
10403,Male,70,61,15,5,74,2,South Dakota,Production Painter
10404,Male,74,125,65,4,140,1,Iowa,CNC Operator
10405,Male,21,49,61,5,95,4,Arizona,Dentist
10406,Male,46,113,33,5,87,6,Ohio,Loan Officer
10407,Male,72,96,29,6,107,9,Illinois,Accountant
10408,Male,68,94,61,3,65,7,Tennessee,Staffing Consultant
10409,Male,75,91,65,2,102,1,West Virginia,HR Coordinator
10410,Male,22,69,34,3,75,5,Florida,Global Logistics Supervisor
10411,Male,18,124,68,3,116,8,Kansas,Bellman
10412,Male,17,81,50,6,78,3,Massachusetts,Designer
10413,Male,35,82,15,3,127,5,Arizona,Baker
10414,Male,70,119,21,6,145,9,Alabama,Chef Manager
10415,Male,74,90,19,5,186,6,Nebraska,IT Support Staff
10416,Male,46,98,20,6,65,5,Louisiana,Front Desk Coordinator
10417,Male,53,111,82,2,144,2,Arizona,Mobile Developer
10418,Male,43,85,48,2,102,7,Texas,Cook
10419,Male,56,112,30,3,74,2,New Jersey,Associate Professor
10420,Male,29,83,68,5,178,2,Kentucky,Restaurant Manager
10421,Male,36,62,22,6,112,9,New York,Web Developer
10422,Male,30,59,92,5,99,7,New York,Lecturer
10424,Male,78,48,54,4,136,4,Texas,IT Support Staff
10425,Male,18,82,59,4,177,9,Georgia,Inspector
10426,Male,56,48,27,4,107,3,Colorado,Restaurant Manager
10427,Male,25,67,8,3,105,1,New Jersey,Chef Manager
10429,Male,40,116,47,6,134,8,Alabama,Dentist
10430,Male,60,75,54,3,59,7,New York,Investment  Advisor
10431,Male,32,45,75,3,182,6,Illinois,Production Painter
10432,Male,70,85,93,6,69,3,Florida,Business Broker
10433,Male,30,94,27,6,91,7,Florida,Health Educator
10434,Male,49,50,93,3,159,3,North Dakota,Fabricator
10435,Male,44,59,2,5,115,2,New Mexico,Machine Operator
10436,Male,69,63,46,5,133,6,Nebraska,Inspector
10437,Male,25,128,94,3,178,7,Michigan,Biologist
10438,Male,30,101,9,5,61,9,West Virginia,Lecturer
10439,Male,36,105,20,6,176,3,New Jersey,Baker
10440,Male,44,44,9,6,166,5,Arizona,Executive Director
10441,Male,55,112,62,3,126,2,Utah,Executive Director
10442,Male,17,58,56,6,169,4,Louisiana,Fabricator
10443,Male,17,50,82,6,107,2,West Virginia,Investment  Advisor
10444,Male,60,122,76,5,121,5,California,Service Supervisor
10445,Male,17,129,79,2,69,2,New York,Restaurant Manager
10446,Male,59,46,26,2,151,5,Massachusetts,Machine Operator
10447,Male,48,125,69,6,179,1,New Mexico,CNC Operator
10448,Male,36,123,79,5,142,1,Delaware,Global Logistics Supervisor
10449,Male,54,79,25,4,177,6,Colorado,Assistant Buyer
10450,Male,51,69,85,6,85,1,Arizona,HR Coordinator
10451,Male,63,86,68,5,65,7,Iowa,Biologist
10452,Male,23,55,87,5,163,1,New Jersey,Designer
10453,Male,44,104,7,3,159,9,Connecticut,Banker
10454,Male,64,76,50,5,113,1,Texas,Production Painter
10456,Male,39,42,82,6,129,1,Florida,Design Engineer
10457,Male,61,67,19,6,178,7,New Jersey,Fabricator
10458,Male,35,44,70,6,58,4,Florida,Service Supervisor
10459,Male,48,118,81,3,81,7,Idaho,Software Engineer
10460,Male,53,73,69,3,112,9,Nebraska,Chef Manager
10461,Male,57,62,81,3,171,3,Pennsylvania,Food Technologist
10462,Male,51,94,83,4,137,8,Florida,CNC Operator
10465,Male,37,89,78,2,169,9,Georgia,Healthcare Specialist
10466,Male,45,116,74,2,66,6,New Hampshire,Inspector
10467,Male,73,122,53,5,121,5,North Dakota,Call Center Representative
10468,Male,67,127,57,5,175,5,Utah,Operator
10469,Male,39,44,70,6,137,7,Arizona,Staffing Consultant
10470,Male,70,40,28,4,56,4,Texas,Steward
10471,Male,72,120,55,3,158,5,Virginia,Dentist
10472,Male,42,84,88,2,134,8,Kansas,Machine Operator
10473,Male,32,90,49,4,123,7,South Dakota,Web Developer
10474,Male,50,46,24,5,88,5,Georgia,Chef Manager
10475,Male,48,52,30,4,149,4,Minnesota,Associate Professor
10476,Male,30,62,92,6,62,3,Illinois,HR Specialist
10477,Male,67,40,39,5,52,3,Arizona,Associate Professor
10478,Male,33,106,62,2,84,1,Arizona,Banker
10479,Male,56,76,38,4,85,3,California,Health Educator
10480,Male,21,83,61,2,91,5,Maryland,Biologist
10481,Male,20,119,43,5,183,5,Tennessee,Inspector
10482,Male,19,77,16,5,100,4,Colorado,CNC Operator
10483,Male,25,116,58,6,56,7,Missouri,Clerk
10484,Male,35,96,35,4,65,7,North Carolina,Machine Operator
10485,Male,54,52,76,5,175,6,Pennsylvania,Bellman
10486,Male,66,110,16,6,86,2,Arizona,Production Painter
10487,Male,38,40,24,6,147,4,California,Assistant Buyer
10488,Male,40,124,46,5,70,9,Oregon,Food Technologist
10489,Male,41,43,82,6,187,5,New York,Mobile Developer
10490,Male,46,71,7,3,107,6,Hawaii,CNC Operator
10491,Male,51,95,48,2,122,8,Texas,IT Support Staff
10492,Male,26,61,63,3,159,3,Kansas,Chef Manager
10493,Male,73,86,49,5,68,1,Alabama,Web Developer
10494,Male,18,42,8,4,166,7,Texas,Global Logistics Supervisor
10496,Male,38,82,12,5,131,1,Missouri,Service Supervisor
10497,Male,78,46,17,2,84,1,Utah,Retail Trainee
10498,Male,58,77,13,5,185,9,New Jersey,Production Painter
10500,Male,57,104,70,5,70,1,Florida,Global Logistics Supervisor
10501,Male,16,83,37,4,115,9,New Hampshire,Ambulatory Nurse
10502,Male,37,84,86,2,84,9,New Mexico,HR Specialist
10503,Male,25,117,32,5,100,9,South Carolina,Design Engineer
10504,Male,19,124,88,3,178,7,Colorado,Fabricator
10505,Male,26,87,53,2,115,2,Nebraska,Software Engineer
10506,Male,56,114,78,6,116,2,New York,Bookkeeper
10508,Male,34,64,30,5,126,6,Texas,Fabricator
10510,Male,53,118,92,2,64,2,Texas,Electrician
10511,Male,50,59,47,2,176,4,Georgia,Retail Trainee
10513,Male,33,95,67,3,174,4,Delaware,Laboratory Technician
10514,Male,68,95,53,2,143,8,Michigan,Machine Operator
10515,Male,59,121,49,6,183,5,Arizona,HR Specialist
10516,Male,72,69,1,2,161,9,Michigan,Business Broker
10517,Male,78,71,64,2,57,2,Florida,Cook
10518,Male,53,84,84,5,149,4,Minnesota,Assistant Buyer
10519,Male,24,65,34,4,122,5,Tennessee,Ambulatory Nurse
10520,Male,35,78,50,2,176,3,Washington,Staffing Consultant
10521,Male,20,105,68,3,99,4,Florida,Investment  Advisor
10522,Male,65,114,64,6,101,7,Connecticut,Steward
10523,Male,51,43,22,4,84,2,North Carolina,Paramedic
10524,Male,24,94,72,5,87,4,West Virginia,Laboratory Technician
10525,Male,16,70,87,6,185,5,Maryland,Electrician
10526,Male,33,48,92,3,79,9,New York,Designer
10527,Male,40,91,38,2,92,2,North Dakota,HR Specialist
10528,Male,20,120,79,3,129,2,New York,Front Desk Coordinator
10529,Male,38,64,23,5,67,9,Colorado,Baker
10530,Male,70,75,14,2,154,4,Ohio,Operator
10531,Male,41,108,8,5,72,4,Texas,Lecturer
10532,Male,68,50,58,3,168,1,Pennsylvania,Bookkeeper
10533,Male,47,100,52,3,65,6,Texas,Systems Administrator
10534,Male,29,65,74,5,99,6,Washington,Budget Analyst
10535,Male,58,40,53,4,112,7,Mississippi,Auditor
10536,Male,19,54,84,3,95,7,Washington,Global Logistics Supervisor
10537,Male,55,84,91,5,162,5,Illinois,Service Supervisor
10538,Male,69,110,27,3,138,5,Minnesota,Steward
10539,Male,68,115,55,6,65,1,Indiana,Webmaster
10540,Male,39,81,93,6,66,2,California,HR Coordinator
10541,Male,36,126,3,6,165,3,Nevada,Electrician
10542,Male,53,46,79,2,142,7,Hawaii,HR Specialist
10543,Male,21,118,39,3,173,4,Mississippi,Cash Manager
10544,Male,38,56,43,6,61,8,Nebraska,Biologist
10545,Male,21,106,81,4,54,3,Colorado,Treasurer
10546,Male,30,43,31,6,169,4,Idaho,Insurance Broker
10547,Male,44,94,53,2,121,4,South Dakota,Paramedic
10548,Male,75,64,81,5,148,3,Texas,Stockbroker
10549,Male,60,129,91,5,83,3,Nevada,Lecturer
10550,Male,35,41,53,5,103,5,Utah,Electrician
10551,Male,51,109,65,4,105,9,Washington,Lecturer
10552,Male,42,104,49,4,158,5,South Dakota,Bookkeeper
10553,Male,45,41,71,4,119,8,Texas,Designer
10554,Male,23,68,71,5,61,9,Texas,Health Educator
10555,Male,19,65,42,4,79,6,Idaho,Laboratory Technician
10556,Male,66,75,67,6,76,5,Connecticut,Web Developer
10558,Male,25,58,36,5,76,2,Tennessee,Restaurant Manager
10559,Male,35,94,26,4,111,7,Tennessee,HR Coordinator
10560,Male,71,45,34,6,69,9,California,Cook
10561,Male,53,96,72,2,156,5,Oregon,Project Manager
10562,Male,70,119,86,2,79,5,Maryland,Bookkeeper
10563,Male,43,42,46,5,186,1,New York,Webmaster
10564,Male,19,44,91,2,96,6,Alabama,Doctor
10565,Male,56,91,22,4,149,9,Utah,Doctor
10566,Male,30,65,4,4,146,5,New York,CNC Operator
10567,Male,57,87,49,4,185,7,Hawaii,Global Logistics Supervisor
10568,Male,58,87,7,5,62,8,Florida,Dentist
10569,Male,68,98,77,6,183,7,North Dakota,Staffing Consultant
10570,Male,47,119,14,6,81,1,North Dakota,Machine Operator
10571,Male,20,79,38,2,176,7,Virginia,Chef Manager
10572,Male,57,43,86,2,172,9,Kentucky,Budget Analyst
10573,Male,60,76,24,2,56,8,New York,Steward
10574,Male,64,47,61,2,179,4,Arizona,Software Engineer
10575,Male,46,96,9,5,74,4,North Carolina,Pharmacist
10576,Male,38,84,17,3,85,6,Utah,Ambulatory Nurse
10577,Male,32,50,3,4,62,5,Indiana,Bookkeeper
10578,Male,62,41,48,3,154,1,Pennsylvania,Production Painter
10579,Male,66,68,92,2,138,3,Massachusetts,Audiologist
10580,Male,25,117,51,6,55,3,Tennessee,Executive Director
10581,Male,77,54,84,5,118,3,Connecticut,Loan Officer
10582,Male,33,92,52,4,93,9,Kansas,Operator
10583,Male,51,129,84,6,100,8,Georgia,Budget Analyst
10584,Male,43,97,5,3,141,6,Florida,Front Desk Coordinator
10586,Male,24,109,86,5,61,9,Delaware,HR Specialist
10587,Male,63,78,64,2,156,6,Idaho,Design Engineer
10588,Male,43,114,13,4,137,5,Texas,Web Developer
10589,Male,51,81,87,2,91,6,Texas,Accountant
10590,Male,33,79,9,2,133,7,Pennsylvania,Banker
10591,Male,77,126,18,6,146,3,Colorado,Physician
10592,Male,77,47,14,4,59,3,Michigan,Budget Analyst
10593,Male,70,57,21,2,110,9,Kentucky,Project Manager
10594,Male,27,41,23,4,167,6,Iowa,CNC Operator
10595,Male,16,61,21,4,147,2,Texas,Call Center Representative
10596,Male,29,110,18,6,125,7,Texas,Food Technologist
10597,Male,51,93,60,3,101,9,New York,Electrician
10598,Male,77,88,13,5,66,6,Connecticut,Biologist
10599,Male,56,43,94,4,140,4,New York,Health Educator
10600,Male,68,63,44,5,110,4,Colorado,Inspector
10601,Male,31,95,3,4,100,6,South Dakota,Chef Manager
10602,Male,60,47,47,3,61,5,West Virginia,Business Broker
10603,Male,17,81,71,4,137,7,California,Health Educator
10604,Male,74,40,36,5,55,1,North Dakota,Health Educator
10605,Male,61,79,63,6,105,7,Mississippi,Doctor
10606,Male,64,86,34,3,158,7,New York,Webmaster
10607,Male,51,58,8,2,54,6,Texas,Systems Administrator
10608,Male,41,55,89,5,85,5,Mississippi,Bookkeeper
10609,Male,70,116,73,3,182,4,South Carolina,Business Broker
10610,Male,23,87,41,4,109,5,Illinois,Call Center Representative
10612,Male,75,46,37,2,165,7,Florida,Executive Director
10613,Male,75,95,81,6,181,8,Maryland,Physician
10614,Male,26,51,76,3,183,8,Florida,Web Developer
10615,Male,66,126,9,5,94,1,New York,Baker
10616,Male,16,100,54,3,161,3,California,Dentist
10617,Male,64,46,51,3,58,8,Texas,Food Technologist
10618,Male,70,61,83,5,165,9,Michigan,Laboratory Technician
10619,Male,59,73,77,4,156,5,West Virginia,IT Support Staff
10620,Male,60,108,52,2,136,7,Indiana,Stockbroker
10621,Male,59,50,26,5,169,7,Mississippi,Paramedic
10623,Male,27,116,38,4,87,1,Kentucky,Insurance Broker
10624,Male,51,102,44,2,86,5,Minnesota,Business Broker
10625,Male,58,103,89,5,169,7,Pennsylvania,Stockbroker
10626,Male,38,69,32,2,100,8,Texas,Systems Administrator
10628,Male,30,53,40,4,176,5,Nevada,Production Painter
10629,Male,62,120,63,6,160,2,New Hampshire,Front Desk Coordinator
10630,Male,64,68,64,6,59,6,Hawaii,Clerk
10632,Male,73,49,16,6,56,1,Illinois,Inspector
10633,Male,59,54,53,2,149,8,Georgia,Budget Analyst
10634,Male,49,67,6,6,115,7,Georgia,Project Manager
10635,Male,31,82,15,6,123,6,Kansas,Stockbroker
10636,Male,30,127,93,4,66,9,Florida,Accountant
10637,Male,56,71,45,6,104,6,California,Accountant
10638,Male,50,67,11,6,160,2,Oregon,Assistant Buyer
10639,Male,60,101,70,4,58,5,New Hampshire,Mobile Developer
10640,Male,29,54,13,5,187,8,Connecticut,Associate Professor
10641,Male,49,116,40,4,110,9,Florida,Bellman
10642,Male,69,108,77,6,109,9,Colorado,Project Manager
10643,Male,28,86,57,6,67,4,Utah,Ambulatory Nurse
10644,Male,25,113,22,4,127,8,Iowa,Associate Professor
10645,Male,59,67,78,5,147,4,Illinois,Cash Manager
10646,Male,30,129,34,5,155,9,Arizona,Clerk
10647,Male,59,79,4,6,160,1,Michigan,Associate Professor
10648,Male,57,73,4,5,69,8,Kentucky,Treasurer
10649,Male,76,122,7,6,147,2,Florida,Clerk
10650,Male,52,102,81,6,115,3,Iowa,HR Specialist
10651,Male,72,49,1,5,105,8,Massachusetts,Biologist
10652,Male,32,78,39,5,69,7,Illinois,Business Broker
10653,Male,52,127,40,5,52,9,Michigan,Business Broker
10654,Male,51,102,75,4,159,8,Nevada,Accountant
10655,Male,28,113,5,6,92,2,Iowa,Fabricator
10656,Male,68,52,84,3,64,9,Kentucky,Healthcare Specialist
10657,Male,33,115,35,5,95,5,South Dakota,Loan Officer
10658,Male,69,41,53,3,112,7,Hawaii,Physician
10659,Male,56,72,30,4,61,4,Nebraska,Health Educator
10660,Male,20,95,57,2,133,4,Florida,Chef Manager
10661,Male,44,70,20,4,168,7,Tennessee,Call Center Representative
10662,Male,78,59,79,6,161,8,Georgia,Treasurer
10663,Male,61,60,49,2,87,2,Florida,IT Support Staff
10664,Male,33,82,81,5,112,3,Kansas,Operator
10665,Male,63,52,44,2,171,8,Mississippi,Global Logistics Supervisor
10666,Male,67,97,82,5,54,2,Alabama,Fabricator
10667,Male,34,50,93,6,60,5,New York,Fabricator
10668,Male,60,99,8,3,77,5,Mississippi,Audiologist
10669,Male,41,103,15,6,89,6,Tennessee,Designer
10671,Male,41,98,32,5,53,2,Texas,Production Painter
10672,Male,39,74,87,5,82,6,Texas,Bellman
10673,Male,70,57,44,2,68,6,Oregon,CNC Operator
10674,Male,37,52,43,6,58,7,Illinois,Baker
10676,Male,52,50,4,4,121,2,Utah,Designer
10677,Male,21,92,35,6,70,2,Ohio,Dentist
10678,Male,27,95,9,4,107,8,Idaho,Investment  Advisor
10679,Male,48,51,10,6,54,2,California,HR Coordinator
10680,Male,48,54,67,4,57,4,Colorado,Insurance Broker
10681,Male,17,40,15,3,87,9,California,Lecturer
10682,Male,53,125,86,4,167,9,New York,Budget Analyst
10683,Male,18,41,69,6,185,9,Hawaii,Staffing Consultant
10684,Male,29,111,19,4,66,5,Texas,Machine Operator
10685,Male,22,87,70,5,90,6,Iowa,Designer
10686,Male,74,42,83,2,140,9,Delaware,Accountant
10687,Male,17,90,18,2,112,8,Texas,Accountant
10688,Male,72,109,1,6,169,5,Delaware,Bellman
10689,Male,58,106,71,3,55,2,Hawaii,Dentist
10690,Male,24,100,29,3,60,5,New Hampshire,Mobile Developer
10691,Male,67,126,71,3,83,2,North Dakota,Dentist
10692,Male,55,63,73,2,135,3,Nebraska,Loan Officer
10693,Male,71,99,36,3,85,2,New York,Global Logistics Supervisor
10694,Male,23,108,73,2,131,7,Texas,Baker
10695,Male,19,115,77,5,123,8,Hawaii,Healthcare Specialist
10696,Male,58,77,37,6,135,2,Texas,Physician
10697,Male,58,66,31,6,55,8,Georgia,Executive Director
10698,Male,32,79,82,3,87,1,Florida,Clerk
10699,Male,33,53,8,6,142,7,Illinois,Stockbroker
10700,Male,23,85,23,2,80,7,Georgia,HR Coordinator
10701,Male,34,57,79,5,125,2,Idaho,Steward
10703,Male,45,101,21,2,158,7,Washington,Operator
10704,Male,47,126,76,2,69,1,New Hampshire,Cashier
10705,Male,22,63,14,6,70,2,Mississippi,Cook
10706,Male,45,49,60,4,80,6,Texas,Treasurer
10707,Male,77,104,1,2,61,3,Utah,Biologist
10708,Male,22,124,90,6,85,2,Idaho,Cashier
10709,Male,73,102,53,3,60,4,Delaware,Baker
10710,Male,18,87,30,5,116,4,Iowa,CNC Operator
10711,Male,73,52,89,5,138,5,Utah,Treasurer
10712,Male,17,101,88,3,173,3,New York,Software Engineer
10713,Male,78,113,71,2,141,6,Tennessee,Accountant
10714,Male,71,90,46,2,154,7,Maryland,Inspector
10715,Male,25,84,18,6,123,3,West Virginia,CNC Operator
10716,Male,28,95,84,2,164,1,Indiana,HR Coordinator
10717,Male,72,118,44,3,75,4,Washington,Service Supervisor
10718,Male,47,55,88,4,128,5,Colorado,Auditor
10719,Male,75,96,55,2,144,3,New Jersey,Front Desk Coordinator
10720,Male,35,118,94,5,139,3,North Dakota,Paramedic
10721,Male,22,106,37,5,149,9,South Carolina,Accountant
10722,Male,43,84,35,5,69,3,Texas,Accountant
10723,Male,63,117,57,6,168,6,Washington,Healthcare Specialist
10724,Male,41,108,23,4,80,2,Virginia,CNC Operator
10725,Male,49,69,75,6,81,8,New York,Front Desk Coordinator
10726,Male,77,105,21,5,97,3,California,IT Support Staff
10727,Male,63,75,38,3,181,7,Arizona,Auditor
10728,Male,78,66,83,6,106,4,North Dakota,Executive Director
10729,Male,22,117,70,4,93,6,Michigan,Webmaster
10730,Male,18,111,20,3,180,1,Ohio,Staffing Consultant
10731,Male,47,92,86,4,104,6,Alabama,Investment  Advisor
10732,Male,26,78,69,5,188,8,New Jersey,Operator
10733,Male,23,108,74,4,177,2,Minnesota,Mobile Developer
10734,Male,42,89,68,2,127,5,Ohio,Fabricator
10735,Male,66,62,15,2,161,6,North Dakota,Webmaster
10736,Male,42,46,49,5,111,7,Nebraska,Audiologist
10737,Male,48,65,23,2,125,6,Kentucky,Budget Analyst
10738,Male,74,86,64,3,117,8,West Virginia,Production Painter
10739,Male,23,94,18,6,171,3,North Dakota,Bellman
10740,Male,58,84,44,6,72,5,Oregon,Steward
10741,Male,68,84,33,6,68,8,New Mexico,Web Developer
10742,Male,23,55,71,3,62,9,California,Investment  Advisor
10743,Male,48,102,77,3,165,4,North Dakota,Executive Director
10744,Male,64,84,91,4,121,6,Arizona,Accountant
10745,Male,69,118,76,2,147,5,Maryland,Business Broker
10746,Male,37,111,85,4,146,2,South Carolina,HR Specialist
10747,Male,66,106,1,3,168,6,Virginia,Healthcare Specialist
10748,Male,54,112,37,3,105,6,Nevada,Electrician
10749,Male,55,126,75,6,142,9,West Virginia,Budget Analyst
10750,Male,72,60,29,2,78,1,Alabama,Clerk
10751,Male,28,81,26,4,139,5,Indiana,Assistant Buyer
10753,Male,77,101,47,4,132,4,New York,Associate Professor
10754,Male,64,67,37,4,75,2,New Jersey,Baker
10755,Male,49,122,51,5,75,8,Nevada,Call Center Representative
10756,Male,24,109,94,4,66,5,North Carolina,Treasurer
10757,Male,16,52,66,5,88,8,Tennessee,Systems Administrator
10758,Male,25,90,75,4,100,1,California,Global Logistics Supervisor
10759,Male,43,117,18,5,72,9,Pennsylvania,Food Technologist
10760,Male,24,119,51,2,68,4,Washington,Treasurer
10761,Male,30,46,15,2,81,6,North Carolina,Budget Analyst
10762,Male,37,58,49,2,170,2,Texas,Project Manager
10763,Male,49,97,32,6,164,3,Oregon,Systems Administrator
10764,Male,68,67,26,6,120,3,South Carolina,Dentist
10765,Male,78,109,88,4,97,8,Illinois,Chef Manager
10766,Male,38,51,23,3,159,6,Louisiana,Design Engineer
